clade_name	EFF1	EFF2	EFF3	INF1	INF2	INF3	SLU1	SLU2	SLU3
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae	0.0588	0.0261999999999999	0.0499	0.0224	0.0178	0.0066	0.0109	0.0121999999999999	0.01
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans	0.0233	0.007	0.0	0.0189	0.0166	0.0033	0.0109	0.0121999999999999	0.01
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_hollandica	0.0	0.007	0.0	0.0128	0.0118	0.0023	0.0031	0.0012	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_hollandica|t__GCF_000328665.1	0.0	0.007	0.0	0.0128	0.0118	0.0023	0.0031	0.0012	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_sp001896725	0.0	0.0	0.0	0.0	0.0	0.0	0.0078	0.011	0.01
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_sp001896725|t__GCA_001896725.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0078	0.011	0.01
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_sp002508425	0.0233	0.0	0.0	0.0061	0.0048	0.001	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanomethylovorans|s__Methanomethylovorans_sp002508425|t__GCA_002508425.1	0.0233	0.0	0.0	0.0061	0.0048	0.001	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina	0.0355	0.0192	0.0499	0.0035	0.0012	0.0033	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_barkeri	0.0	0.0	0.0088	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_barkeri|t__GCF_000970025.1	0.0	0.0	0.0088	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_lacustris	0.0	0.0	0.0108	0.0035	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_lacustris|t__GCF_000970265.1	0.0	0.0	0.0108	0.0035	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_vacuolata	0.0355	0.0192	0.0303	0.0	0.0012	0.0033	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Methanosarcina_vacuolata|t__GCF_000969905.1	0.0355	0.0192	0.0303	0.0	0.0012	0.0033	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales	0.6493	0.5797	0.6712	0.0762	0.0605	0.5178999999999999	3.6542	4.1572	3.6936
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae	0.6493	0.5797	0.6712	0.0762	0.0605	0.5178999999999999	3.6542	4.1572	3.6936
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__MVQI01	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0138	0.0029
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__MVQI01|s__MVQI01_sp002067795	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0138	0.0029
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__MVQI01|s__MVQI01_sp002067795|t__GCA_002067795.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0079	0.0138	0.0029
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix	0.6493	0.5797	0.6712	0.0762	0.0605	0.5178999999999999	3.6463	4.1434	3.6907
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_soehngenii	0.3328	0.3107	0.3291	0.0368	0.0292	0.2789	2.0811	2.4604	1.8864
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_soehngenii|t__GCF_000204415.1	0.3328	0.3107	0.3291	0.0368	0.0292	0.2789	2.0811	2.4604	1.8864
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp002256595	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp002256595|t__GCA_002256595.1	0.0	0.0	0.0	0.0055	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp002498745	0.1924	0.1842	0.2512	0.033	0.027	0.1752	0.1866	0.2276	0.1895
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp002498745|t__GCA_002498745.1	0.1924	0.1842	0.2512	0.033	0.027	0.1752	0.1866	0.2276	0.1895
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp002505805	0.0	0.0	0.0	0.0	0.0	0.0	0.1244	0.1416	0.1476
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp002505805|t__GCA_002505805.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1244	0.1416	0.1476
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp011620785	0.0	0.0	0.0	0.0	0.0	0.0	0.1927	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp011620785|t__GCA_011620785.1	0.0	0.0	0.0	0.0	0.0	0.0	0.1927	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp017994055	0.1241	0.0848	0.0909	0.0	0.0	0.0495	1.0582	1.3122	1.4672
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp017994055|t__GCA_017994055.1	0.1241	0.0848	0.0909	0.0	0.0	0.0495	1.0582	1.3122	1.4672
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028679775	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028679775|t__GCA_028679775.1	0.0	0.0	0.0	0.0	0.0	0.0049	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028682845	0.0	0.0	0.0	0.0009	0.0021	0.0041	0.0033	0.0016	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028682845|t__GCA_028682845.1	0.0	0.0	0.0	0.0009	0.0021	0.0041	0.0033	0.0016	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028688175	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028688175|t__GCA_028688175.1	0.0	0.0	0.0	0.0	0.0	0.0053	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028688535	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0
d__Archaea|p__Halobacteriota|c__Methanosarcinia|o__Methanotrichales|f__Methanotrichaceae|g__Methanothrix|s__Methanothrix_sp028688535|t__GCA_028688535.1	0.0	0.0	0.0	0.0	0.0022	0.0	0.0	0.0	0.0
d__Archaea|p__Iainarchaeota	0.0549	0.0555	0.0329	0.0	0.0	0.0	0.0846	0.0636	0.0401999999999999
d__Archaea|p__Iainarchaeota|c__Iainarchaeia	0.0549	0.0555	0.0329	0.0	0.0	0.0	0.0846	0.0636	0.0401999999999999
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__CSSED10-239	0.0	0.0	0.0	0.0	0.0	0.0	0.0548	0.0385	0.0254
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__CSSED10-239|f__CSSED10-239	0.0	0.0	0.0	0.0	0.0	0.0	0.0548	0.0385	0.0254
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__CSSED10-239|f__CSSED10-239|g__JAKQTP01	0.0	0.0	0.0	0.0	0.0	0.0	0.0548	0.0385	0.0254
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__CSSED10-239|f__CSSED10-239|g__JAKQTP01|s__JAKQTP01_sp029557995	0.0	0.0	0.0	0.0	0.0	0.0	0.0266	0.0116	0.0
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__CSSED10-239|f__CSSED10-239|g__JAKQTP01|s__JAKQTP01_sp029557995|t__GCA_029557995.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0266	0.0116	0.0
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__CSSED10-239|f__CSSED10-239|g__JAKQTP01|s__JAKQTP01_sp029563035	0.0	0.0	0.0	0.0	0.0	0.0	0.0282	0.0269	0.0254
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__CSSED10-239|f__CSSED10-239|g__JAKQTP01|s__JAKQTP01_sp029563035|t__GCA_029563035.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0282	0.0269	0.0254
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales	0.0549	0.0555	0.0329	0.0	0.0	0.0	0.0298	0.0250999999999999	0.0148
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAAZKV01	0.0549	0.0555	0.0329	0.0	0.0	0.0	0.0298	0.0250999999999999	0.0148
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAAZKV01|g__JAAZKV01	0.0549	0.0555	0.0329	0.0	0.0	0.0	0.0298	0.0250999999999999	0.0148
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAAZKV01|g__JAAZKV01|s__JAAZKV01_sp002068885	0.0341	0.0242	0.0	0.0	0.0	0.0	0.0096	0.0059	0.005
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAAZKV01|g__JAAZKV01|s__JAAZKV01_sp002068885|t__GCA_002068885.1	0.0341	0.0242	0.0	0.0	0.0	0.0	0.0096	0.0059	0.005
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAAZKV01|g__JAAZKV01|s__JAAZKV01_sp012799645	0.0208	0.0313	0.0329	0.0	0.0	0.0	0.0202	0.0192	0.0098
d__Archaea|p__Iainarchaeota|c__Iainarchaeia|o__Iainarchaeales|f__JAAZKV01|g__JAAZKV01|s__JAAZKV01_sp012799645|t__GCA_012799645.1	0.0208	0.0313	0.0329	0.0	0.0	0.0	0.0202	0.0192	0.0098
d__Archaea|p__Methanobacteriota	0.005	0.0986	0.0034	0.0814999999999999	0.047	0.0736	0.1107999999999999	0.0552	0.0691
d__Archaea|p__Methanobacteriota_B	0.0769	0.0578	0.0629	0.0	0.0	0.0455	0.8929	0.9141	0.7167
d__Archaea|p__Methanobacteriota_B|c__Thermococci	0.0769	0.0578	0.0629	0.0	0.0	0.0455	0.8929	0.9141	0.7167
d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales	0.0769	0.0578	0.0629	0.0	0.0	0.0455	0.8929	0.9141	0.7167
d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae	0.0769	0.0578	0.0629	0.0	0.0	0.0455	0.8929	0.9141	0.7167
d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae|g__Methanofastidiosum	0.0769	0.0578	0.0629	0.0	0.0	0.0455	0.8929	0.9141	0.7167
d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae|g__Methanofastidiosum|s__Methanofastidiosum_sp001587595	0.0636	0.0403	0.0629	0.0	0.0	0.0154	0.4269	0.4432	0.3461
d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae|g__Methanofastidiosum|s__Methanofastidiosum_sp001587595|t__GCA_001587595.1	0.0636	0.0403	0.0629	0.0	0.0	0.0154	0.4269	0.4432	0.3461
d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae|g__Methanofastidiosum|s__Methanofastidiosum_sp023622545	0.0133	0.0175	0.0	0.0	0.0	0.0301	0.466	0.4709	0.3706
d__Archaea|p__Methanobacteriota_B|c__Thermococci|o__Methanofastidiosales|f__Methanofastidiosaceae|g__Methanofastidiosum|s__Methanofastidiosum_sp023622545|t__GCA_023622545.1	0.0133	0.0175	0.0	0.0	0.0	0.0301	0.466	0.4709	0.3706
d__Archaea|p__Methanobacteriota|c__Methanobacteria	0.005	0.0986	0.0034	0.0814999999999999	0.047	0.0736	0.1107999999999999	0.0552	0.0691
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales	0.005	0.0986	0.0034	0.0814999999999999	0.047	0.0736	0.1107999999999999	0.0552	0.0691
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	0.005	0.0986	0.0034	0.0814999999999999	0.047	0.0736	0.1107999999999999	0.0552	0.0691
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium	0.0	0.0	0.0	0.0032	0.0	0.0031999999999999	0.0942999999999999	0.0515	0.059
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_C	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_C|s__Methanobacterium_C_paludis	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium_C|s__Methanobacterium_C_paludis|t__GCF_000214725.1	0.0	0.0	0.0	0.0035	0.0	0.0	0.0	0.0	0.0
d__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_formicicum	0.0	0.0	0.0	0.0	0.0	0.0008	0.0071	0.0046	0.0033
